id,time,values
4,2023:02:10 12:51:18,285.8
5,2023:02:10 12:51:18,543.2
1,2023:02:10 12:54:38,170.5
2,2023:02:10 12:54:38,110.4
3,2023:02:10 12:54:38,216.4
4,2023:02:10 12:54:38,407.8
5,2023:02:10 12:54:38,2.4
1,2023:02:10 12:57:58,69.0
2,2023:02:10 12:57:58,317.4
3,2023:02:10 12:57:58,109.7
4,2023:02:10 12:57:58,57.1
5,2023:02:10 12:57:58,115.8
1,2023:02:10 13:01:18,51.7
2,2023:02:10 13:01:18,561.3
3,2023:02:10 13:01:18,447.8
4,2023:02:10 13:01:18,113.4
5,2023:02:10 13:01:18,324.2
1,2023:02:10 13:04:38,212.0
2,2023:02:10 13:04:38,256.6
3,2023:02:10 13:04:38,12.8
4,2023:02:10 13:04:38,14.1
5,2023:02:10 13:04:38,536.5
1,2023:02:10 13:07:58,524.4
2,2023:02:10 13:07:58,374.1
3,2023:02:10 13:07:58,202.4
4,2023:02:10 13:07:58,70.5
5,2023:02:10 13:07:58,304.8
1,2023:02:10 13:11:18,115.7
2,2023:02:10 13:11:18,168.7
3,2023:02:10 13:11:18,293.0
4,2023:02:10 13:11:18,36.0
5,2023:02:10 13:11:18,62.4
1,2023:02:10 13:14:38,305.8
2,2023:02:10 13:14:38,490.0
3,2023:02:10 13:14:38,68.1
4,2023:02:10 13:14:38,154.4
5,2023:02:10 13:14:38,539.6
1,2023:02:10 13:17:58,26.0
2,2023:02:10 13:17:58,183.5
3,2023:02:10 13:17:58,121.5
4,2023:02:10 13:17:58,40.3
5,2023:02:10 13:17:58,130.3
1,2023:02:10 13:21:18,410.7
2,2023:02:10 13:21:18,177.2
3,2023:02:10 13:21:18,599.2
4,2023:02:10 13:21:18,463.7
5,2023:02:10 13:21:18,286.1
1,2023:02:10 13:24:38,594.1
2,2023:02:10 13:24:38,498.5
3,2023:02:10 13:24:38,463.2
4,2023:02:10 13:24:38,150.1
5,2023:02:10 13:24:38,313.0
1,2023:02:10 13:27:58,39.3
2,2023:02:10 13:27:58,462.2
3,2023:02:10 13:27:58,394.1
4,2023:02:10 13:27:58,184.0
5,2023:02:10 13:27:58,48.0
1,2023:02:10 13:31:18,234.8
2,2023:02:10 13:31:18,558.7
3,2023:02:10 13:31:18,531.7
4,2023:02:10 13:31:18,90.4
5,2023:02:10 13:31:18,368.7
1,2023:02:10 13:34:38,268.6
2,2023:02:10 13:34:38,85.1
3,2023:02:10 13:34:38,1.0
4,2023:02:10 13:34:38,99.1
5,2023:02:10 13:34:38,422.3
1,2023:02:10 13:37:58,305.0
2,2023:02:10 13:37:58,59.2
3,2023:02:10 13:37:58,148.0
4,2023:02:10 13:37:58,421.1
5,2023:02:10 13:37:58,273.5
1,2023:02:10 13:41:18,272.5
2,2023:02:10 13:41:18,45.8
3,2023:02:10 13:41:18,309.2
4,2023:02:10 13:41:18,443.5
5,2023:02:10 13:41:18,217.0
1,2023:02:10 13:44:38,221.4
2,2023:02:10 13:44:38,502.8
3,2023:02:10 13:44:38,278.8
4,2023:02:10 13:44:38,510.2
5,2023:02:10 13:44:38,192.0
1,2023:02:10 13:47:58,221.8
2,2023:02:10 13:47:58,314.3
3,2023:02:10 13:47:58,270.3
4,2023:02:10 13:47:58,12.4
5,2023:02:10 13:47:58,336.7
1,2023:02:10 13:51:18,237.8
2,2023:02:10 13:51:18,555.6
3,2023:02:10 13:51:18,149.2
4,2023:02:10 13:51:18,534.7
5,2023:02:10 13:51:18,279.5
1,2023:02:10 13:54:38,546.1
2,2023:02:10 13:54:38,57.2
3,2023:02:10 13:54:38,149.0
4,2023:02:10 13:54:38,559.4
5,2023:02:10 13:54:38,144.5
1,2023:02:10 13:57:58,516.8
2,2023:02:10 13:57:58,521.7
3,2023:02:10 13:57:58,523.5
4,2023:02:10 13:57:58,136.2
5,2023:02:10 13:57:58,430.2
1,2023:02:10 14:01:18,460.4
2,2023:02:10 14:01:18,524.4
3,2023:02:10 14:01:18,430.5
4,2023:02:10 14:01:18,480.4
5,2023:02:10 14:01:18,185.2
1,2023:02:10 14:04:38,80.6
2,2023:02:10 14:04:38,343.0
3,2023:02:10 14:04:38,499.7
4,2023:02:10 14:04:38,552.4
5,2023:02:10 14:04:38,310.1
1,2023:02:10 14:07:58,87.8
2,2023:02:10 14:07:58,105.3
3,2023:02:10 14:07:58,149.6
4,2023:02:10 14:07:58,93.4
5,2023:02:10 14:07:58,154.2
1,2023:02:10 14:11:18,65.6
2,2023:02:10 14:11:18,256.6
3,2023:02:10 14:11:18,190.6
4,2023:02:10 14:11:18,195.8
5,2023:02:10 14:11:18,231.8
1,2023:02:10 14:14:38,358.5
2,2023:02:10 14:14:38,253.7
3,2023:02:10 14:14:38,464.3
4,2023:02:10 14:14:38,186.2
5,2023:02:10 14:14:38,127.2
1,2023:02:10 14:17:58,389.1
2,2023:02:10 14:17:58,115.5
3,2023:02:10 14:17:58,573.6
4,2023:02:10 14:17:58,70.1
5,2023:02:10 14:17:58,217.7
1,2023:02:10 14:21:18,11.8
2,2023:02:10 14:21:18,70.2
3,2023:02:10 14:21:18,597.5
4,2023:02:10 14:21:18,555.8
5,2023:02:10 14:21:18,209.3
1,2023:02:10 14:24:38,578.8
2,2023:02:10 14:24:38,558.3
3,2023:02:10 14:24:38,144.2
4,2023:02:10 14:24:38,163.8
5,2023:02:10 14:24:38,479.2
1,2023:02:10 14:27:58,74.3
2,2023:02:10 14:27:58,217.8
3,2023:02:10 14:27:58,437.2
4,2023:02:10 14:27:58,25.2
5,2023:02:10 14:27:58,398.4
1,2023:02:10 14:31:18,188.4
2,2023:02:10 14:31:18,291.7
3,2023:02:10 14:31:18,350.5
4,2023:02:10 14:31:18,337.5
5,2023:02:10 14:31:18,114.1
1,2023:02:10 14:34:38,24.0
2,2023:02:10 14:34:38,17.7
3,2023:02:10 14:34:38,72.3
4,2023:02:10 14:34:38,199.7
5,2023:02:10 14:34:38,154.5
1,2023:02:10 14:37:58,194.3
2,2023:02:10 14:37:58,234.3
3,2023:02:10 14:37:58,557.5
4,2023:02:10 14:37:58,452.1
5,2023:02:10 14:37:58,348.4
1,2023:02:10 14:41:18,524.8
2,2023:02:10 14:41:18,409.1
3,2023:02:10 14:41:18,306.1
4,2023:02:10 14:41:18,526.1
5,2023:02:10 14:41:18,574.7
1,2023:02:10 14:44:38,228.5
2,2023:02:10 14:44:38,89.4
3,2023:02:10 14:44:38,132.2
4,2023:02:10 14:44:38,428.5
5,2023:02:10 14:44:38,403.7
1,2023:02:10 14:47:58,148.3
2,2023:02:10 14:47:58,595.2
3,2023:02:10 14:47:58,94.6
4,2023:02:10 14:47:58,408.6
5,2023:02:10 14:47:58,88.2
1,2023:02:10 14:51:18,56.8
2,2023:02:10 14:51:18,49.0
3,2023:02:10 14:51:18,215.8
4,2023:02:10 14:51:18,497.1
5,2023:02:10 14:51:18,177.5
1,2023:02:10 14:54:38,484.4
2,2023:02:10 14:54:38,33.1
3,2023:02:10 14:54:38,546.7
4,2023:02:10 14:54:38,290.3
5,2023:02:10 14:54:38,35.0
1,2023:02:10 14:57:58,412.1
2,2023:02:10 14:57:58,114.4
3,2023:02:10 14:57:58,538.3
4,2023:02:10 14:57:58,319.4
5,2023:02:10 14:57:58,201.4
1,2023:02:10 15:01:18,537.3
2,2023:02:10 15:01:18,107.8
3,2023:02:10 15:01:18,252.6
4,2023:02:10 15:01:18,509.3
5,2023:02:10 15:01:18,31.2
1,2023:02:10 15:04:38,166.5
2,2023:02:10 15:04:38,553.3
3,2023:02:10 15:04:38,561.1
4,2023:02:10 15:04:38,502.5
5,2023:02:10 15:04:38,548.1
1,2023:02:10 15:07:58,44.4
2,2023:02:10 15:07:58,482.2
3,2023:02:10 15:07:58,451.2
4,2023:02:10 15:07:58,494.3
5,2023:02:10 15:07:58,484.8
1,2023:02:10 15:11:18,409.4
2,2023:02:10 15:11:18,16.8
3,2023:02:10 15:11:18,486.0
4,2023:02:10 15:11:18,261.2
5,2023:02:10 15:11:18,204.7
1,2023:02:10 15:14:38,405.7
2,2023:02:10 15:14:38,108.5
3,2023:02:10 15:14:38,47.0
4,2023:02:10 15:14:38,20.7
5,2023:02:10 15:14:38,186.5
1,2023:02:10 15:17:58,450.5
2,2023:02:10 15:17:58,55.7
3,2023:02:10 15:17:58,541.1
4,2023:02:10 15:17:58,287.5
5,2023:02:10 15:17:58,192.0
1,2023:02:10 15:21:18,45.4
2,2023:02:10 15:21:18,72.0
3,2023:02:10 15:21:18,541.3
4,2023:02:10 15:21:18,161.0
5,2023:02:10 15:21:18,244.1
1,2023:02:10 15:24:38,476.8
2,2023:02:10 15:24:38,410.4
3,2023:02:10 15:24:38,540.4
4,2023:02:10 15:24:38,278.1
5,2023:02:10 15:24:38,449.1
1,2023:02:10 15:27:58,128.4
2,2023:02:10 15:27:58,556.7
3,2023:02:10 15:27:58,109.8
4,2023:02:10 15:27:58,516.2
5,2023:02:10 15:27:58,342.3
1,2023:02:10 15:31:18,376.0
2,2023:02:10 15:31:18,234.0
3,2023:02:10 15:31:18,166.7
4,2023:02:10 15:31:18,550.7
5,2023:02:10 15:31:18,588.2
1,2023:02:10 15:34:38,250.0
2,2023:02:10 15:34:38,141.7
3,2023:02:10 15:34:38,198.0
4,2023:02:10 15:34:38,54.7
5,2023:02:10 15:34:38,364.6
1,2023:02:10 15:37:58,329.5
2,2023:02:10 15:37:58,415.7
3,2023:02:10 15:37:58,450.8
4,2023:02:10 15:37:58,125.2
5,2023:02:10 15:37:58,376.3
1,2023:02:10 15:41:18,201.2
2,2023:02:10 15:41:18,214.1
3,2023:02:10 15:41:18,596.6
4,2023:02:10 15:41:18,139.2
5,2023:02:10 15:41:18,213.0
1,2023:02:10 15:44:38,175.3
2,2023:02:10 15:44:38,438.0
3,2023:02:10 15:44:38,551.4
4,2023:02:10 15:44:38,449.7
5,2023:02:10 15:44:38,522.5
1,2023:02:10 15:47:58,275.6
2,2023:02:10 15:47:58,308.4
3,2023:02:10 15:47:58,232.8
4,2023:02:10 15:47:58,131.8
5,2023:02:10 15:47:58,503.5
1,2023:02:10 15:51:18,225.3
2,2023:02:10 15:51:18,575.4
3,2023:02:10 15:51:18,490.7
4,2023:02:10 15:51:18,418.6
5,2023:02:10 15:51:18,38.7
1,2023:02:10 15:54:38,129.8
2,2023:02:10 15:54:38,417.0
3,2023:02:10 15:54:38,344.2
4,2023:02:10 15:54:38,193.0
5,2023:02:10 15:54:38,108.3
1,2023:02:10 15:57:58,575.3
2,2023:02:10 15:57:58,186.8
3,2023:02:10 15:57:58,570.7
4,2023:02:10 15:57:58,490.7
5,2023:02:10 15:57:58,289.0
1,2023:02:10 16:01:18,187.7
2,2023:02:10 16:01:18,535.1
3,2023:02:10 16:01:18,536.2
4,2023:02:10 16:01:18,411.1
5,2023:02:10 16:01:18,436.7
1,2023:02:10 16:04:38,553.8
2,2023:02:10 16:04:38,91.7
3,2023:02:10 16:04:38,595.8
4,2023:02:10 16:04:38,353.5
5,2023:02:10 16:04:38,324.3
1,2023:02:10 16:07:58,542.5
2,2023:02:10 16:07:58,463.8
3,2023:02:10 16:07:58,290.8
4,2023:02:10 16:07:58,3.3
5,2023:02:10 16:07:58,461.4
1,2023:02:10 16:11:18,498.5
2,2023:02:10 16:11:18,130.0
3,2023:02:10 16:11:18,482.3
4,2023:02:10 16:11:18,421.4
5,2023:02:10 16:11:18,435.0
1,2023:02:10 16:14:38,27.0
2,2023:02:10 16:14:38,570.7
3,2023:02:10 16:14:38,49.8
4,2023:02:10 16:14:38,77.6
5,2023:02:10 16:14:38,592.7
1,2023:02:10 16:17:58,208.8
2,2023:02:10 16:17:58,551.1
3,2023:02:10 16:17:58,520.3
4,2023:02:10 16:17:58,18.8
5,2023:02:10 16:17:58,30.1
1,2023:02:10 16:21:18,313.3
2,2023:02:10 16:21:18,519.5
3,2023:02:10 16:21:18,100.0
4,2023:02:10 16:21:18,345.1
5,2023:02:10 16:21:18,589.7
1,2023:02:10 16:24:38,40.0
2,2023:02:10 16:24:38,14.3
3,2023:02:10 16:24:38,450.3
4,2023:02:10 16:24:38,21.4
5,2023:02:10 16:24:38,351.2
1,2023:02:10 16:27:58,197.0
2,2023:02:10 16:27:58,173.5
3,2023:02:10 16:27:58,528.7
4,2023:02:10 16:27:58,67.2
5,2023:02:10 16:27:58,482.3
1,2023:02:10 16:31:18,181.6
2,2023:02:10 16:31:18,511.8
3,2023:02:10 16:31:18,567.3
4,2023:02:10 16:31:18,439.4
5,2023:02:10 16:31:18,405.0
1,2023:02:10 16:34:38,33.6
2,2023:02:10 16:34:38,91.3
3,2023:02:10 16:34:38,365.4
4,2023:02:10 16:34:38,88.7
5,2023:02:10 16:34:38,319.0
1,2023:02:10 16:37:58,225.2
2,2023:02:10 16:37:58,353.5
3,2023:02:10 16:37:58,587.5
4,2023:02:10 16:37:58,328.7
5,2023:02:10 16:37:58,80.6
1,2023:02:10 16:41:18,42.5
2,2023:02:10 16:41:18,350.4
3,2023:02:10 16:41:18,478.5
4,2023:02:10 16:41:18,308.4
5,2023:02:10 16:41:18,405.3
1,2023:02:10 16:44:38,150.4
2,2023:02:10 16:44:38,535.6
3,2023:02:10 16:44:38,107.5
4,2023:02:10 16:44:38,193.0
5,2023:02:10 16:44:38,582.4
1,2023:02:10 16:47:58,78.2
2,2023:02:10 16:47:58,490.3
3,2023:02:10 16:47:58,323.3
4,2023:02:10 16:47:58,153.1
5,2023:02:10 16:47:58,199.4
1,2023:02:10 16:51:18,287.4
2,2023:02:10 16:51:18,131.5
3,2023:02:10 16:51:18,106.0
4,2023:02:10 16:51:18,398.0
5,2023:02:10 16:51:18,596.7
1,2023:02:10 16:54:38,197.1
2,2023:02:10 16:54:38,268.0
3,2023:02:10 16:54:38,113.4
4,2023:02:10 16:54:38,26.8
5,2023:02:10 16:54:38,57.1
1,2023:02:10 16:57:58,202.3
2,2023:02:10 16:57:58,66.5
3,2023:02:10 16:57:58,363.6
4,2023:02:10 16:57:58,43.1
5,2023:02:10 16:57:58,481.6
1,2023:02:10 17:01:18,86.6
2,2023:02:10 17:01:18,367.7
3,2023:02:10 17:01:18,396.6
4,2023:02:10 17:01:18,584.5
5,2023:02:10 17:01:18,520.2
1,2023:02:10 17:04:38,72.7
2,2023:02:10 17:04:38,495.4
3,2023:02:10 17:04:38,383.8
4,2023:02:10 17:04:38,38.1
5,2023:02:10 17:04:38,238.3
1,2023:02:10 17:07:58,125.1
2,2023:02:10 17:07:58,85.1
3,2023:02:10 17:07:58,475.1
4,2023:02:10 17:07:58,76.8
5,2023:02:10 17:07:58,434.5
1,2023:02:10 17:11:18,409.0
2,2023:02:10 17:11:18,596.1
3,2023:02:10 17:11:18,457.4
4,2023:02:10 17:11:18,229.3
5,2023:02:10 17:11:18,426.1
1,2023:02:10 17:14:38,51.4
2,2023:02:10 17:14:38,96.1
3,2023:02:10 17:14:38,388.1
4,2023:02:10 17:14:38,23.0
5,2023:02:10 17:14:38,583.2
1,2023:02:10 17:17:58,489.5
2,2023:02:10 17:17:58,310.5
3,2023:02:10 17:17:58,207.5
4,2023:02:10 17:17:58,498.8
5,2023:02:10 17:17:58,317.0
1,2023:02:10 17:21:18,591.8
2,2023:02:10 17:21:18,154.1
3,2023:02:10 17:21:18,193.3
4,2023:02:10 17:21:18,277.5
5,2023:02:10 17:21:18,567.3
1,2023:02:10 17:24:38,206.7
2,2023:02:10 17:24:38,295.4
3,2023:02:10 17:24:38,548.0
4,2023:02:10 17:24:38,179.4
5,2023:02:10 17:24:38,187.6
1,2023:02:10 17:27:58,11.0
2,2023:02:10 17:27:58,241.1
3,2023:02:10 17:27:58,539.4
4,2023:02:10 17:27:58,544.5
5,2023:02:10 17:27:58,549.3
1,2023:02:10 17:31:18,390.8
2,2023:02:10 17:31:18,554.1
3,2023:02:10 17:31:18,163.6
4,2023:02:10 17:31:18,542.5
5,2023:02:10 17:31:18,467.0
1,2023:02:10 17:34:38,289.5
2,2023:02:10 17:34:38,406.4
3,2023:02:10 17:34:38,85.0
4,2023:02:10 17:34:38,60.7
5,2023:02:10 17:34:38,12.0
1,2023:02:10 17:37:58,308.6
2,2023:02:10 17:37:58,346.8
3,2023:02:10 17:37:58,110.6
4,2023:02:10 17:37:58,580.8
5,2023:02:10 17:37:58,512.8
1,2023:02:10 17:41:18,143.3
2,2023:02:10 17:41:18,422.4
3,2023:02:10 17:41:18,475.2
4,2023:02:10 17:41:18,190.5
5,2023:02:10 17:41:18,97.8
1,2023:02:10 17:44:38,187.1
2,2023:02:10 17:44:38,323.4
3,2023:02:10 17:44:38,440.4
4,2023:02:10 17:44:38,212.0
5,2023:02:10 17:44:38,351.1
1,2023:02:10 17:47:58,48.3
2,2023:02:10 17:47:58,458.3
3,2023:02:10 17:47:58,213.5
4,2023:02:10 17:47:58,202.4
5,2023:02:10 17:47:58,449.3
1,2023:02:10 17:51:18,494.4
2,2023:02:10 17:51:18,285.8
3,2023:02:10 17:51:18,127.7
4,2023:02:10 17:51:18,19.7
5,2023:02:10 17:51:18,25.7
1,2023:02:10 17:54:38,13.2
2,2023:02:10 17:54:38,484.8
3,2023:02:10 17:54:38,238.6
4,2023:02:10 17:54:38,460.7
5,2023:02:10 17:54:38,196.2
1,2023:02:10 17:57:58,462.4
2,2023:02:10 17:57:58,54.5
3,2023:02:10 17:57:58,477.7
4,2023:02:10 17:57:58,290.0
5,2023:02:10 17:57:58,107.6
1,2023:02:10 18:01:18,507.4
2,2023:02:10 18:01:18,411.3
3,2023:02:10 18:01:18,577.1
4,2023:02:10 18:01:18,135.8
5,2023:02:10 18:01:18,393.3
1,2023:02:10 18:04:38,157.1
2,2023:02:10 18:04:38,167.1
3,2023:02:10 18:04:38,192.4
4,2023:02:10 18:04:38,217.7
5,2023:02:10 18:04:38,524.7
1,2023:02:10 18:07:58,590.1
2,2023:02:10 18:07:58,217.1
3,2023:02:10 18:07:58,46.2
4,2023:02:10 18:07:58,108.3
5,2023:02:10 18:07:58,123.6
1,2023:02:10 18:11:18,67.4
2,2023:02:10 18:11:18,257.4
3,2023:02:10 18:11:18,87.2
4,2023:02:10 18:11:18,450.8
5,2023:02:10 18:11:18,567.6
1,2023:02:10 18:14:38,518.8
2,2023:02:10 18:14:38,418.7
3,2023:02:10 18:14:38,233.0
4,2023:02:10 18:14:38,29.2
5,2023:02:10 18:14:38,52.3
1,2023:02:10 18:17:58,454.5
2,2023:02:10 18:17:58,401.8
3,2023:02:10 18:17:58,496.0
4,2023:02:10 18:17:58,481.5
5,2023:02:10 18:17:58,433.7
1,2023:02:10 18:21:18,384.8
2,2023:02:10 18:21:18,544.0
3,2023:02:10 18:21:18,516.5
4,2023:02:10 18:21:18,82.3
5,2023:02:10 18:21:18,561.7
1,2023:02:10 18:24:38,295.3
2,2023:02:10 18:24:38,25.8
3,2023:02:10 18:24:38,272.4
4,2023:02:10 18:24:38,82.0
5,2023:02:10 18:24:38,436.1
1,2023:02:10 18:27:58,384.5
2,2023:02:10 18:27:58,348.4
3,2023:02:10 18:27:58,269.5
4,2023:02:10 18:27:58,563.5
5,2023:02:10 18:27:58,30.7
1,2023:02:10 18:31:18,34.0
2,2023:02:10 18:31:18,472.4
3,2023:02:10 18:31:18,523.6
4,2023:02:10 18:31:18,42.3
5,2023:02:10 18:31:18,492.5
1,2023:02:10 18:34:38,197.3
2,2023:02:10 18:34:38,542.1
3,2023:02:10 18:34:38,90.5
4,2023:02:10 18:34:38,287.3
5,2023:02:10 18:34:38,210.2
1,2023:02:10 18:37:58,5.5
2,2023:02:10 18:37:58,260.2
3,2023:02:10 18:37:58,436.6
4,2023:02:10 18:37:58,394.8
5,2023:02:10 18:37:58,137.4
1,2023:02:10 18:41:18,109.7
2,2023:02:10 18:41:18,32.8
3,2023:02:10 18:41:18,83.6
4,2023:02:10 18:41:18,3.3
5,2023:02:10 18:41:18,477.6
1,2023:02:10 18:44:38,484.1
2,2023:02:10 18:44:38,238.5
3,2023:02:10 18:44:38,221.0
4,2023:02:10 18:44:38,433.7
5,2023:02:10 18:44:38,566.3
1,2023:02:10 18:47:58,210.3
2,2023:02:10 18:47:58,415.6
3,2023:02:10 18:47:58,176.4
4,2023:02:10 18:47:58,119.5
5,2023:02:10 18:47:58,537.4
1,2023:02:10 18:51:18,324.2
2,2023:02:10 18:51:18,543.3
3,2023:02:10 18:51:18,115.8
4,2023:02:10 18:51:18,137.7
5,2023:02:10 18:51:18,178.6
1,2023:02:10 18:54:38,437.6
2,2023:02:10 18:54:38,428.6
3,2023:02:10 18:54:38,292.4
4,2023:02:10 18:54:38,597.1
5,2023:02:10 18:54:38,287.7
1,2023:02:10 18:57:58,286.8
2,2023:02:10 18:57:58,201.0
3,2023:02:10 18:57:58,532.0
4,2023:02:10 18:57:58,5.2
5,2023:02:10 18:57:58,500.4
1,2023:02:10 19:01:18,57.6
2,2023:02:10 19:01:18,146.6
3,2023:02:10 19:01:18,338.8
4,2023:02:10 19:01:18,10.2
5,2023:02:10 19:01:18,555.5
1,2023:02:10 19:04:38,118.8
2,2023:02:10 19:04:38,216.6
3,2023:02:10 19:04:38,362.8
4,2023:02:10 19:04:38,32.8
5,2023:02:10 19:04:38,388.8
1,2023:02:10 19:07:58,563.8
2,2023:02:10 19:07:58,191.6
3,2023:02:10 19:07:58,599.2
4,2023:02:10 19:07:58,274.5
5,2023:02:10 19:07:58,97.4
1,2023:02:10 19:11:18,557.7
2,2023:02:10 19:11:18,3.5
3,2023:02:10 19:11:18,516.6
4,2023:02:10 19:11:18,377.6
5,2023:02:10 19:11:18,279.5
1,2023:02:10 19:14:38,80.8
2,2023:02:10 19:14:38,456.3
3,2023:02:10 19:14:38,456.6
4,2023:02:10 19:14:38,95.4
5,2023:02:10 19:14:38,489.1
1,2023:02:10 19:17:58,530.3
2,2023:02:10 19:17:58,581.6
3,2023:02:10 19:17:58,561.2
4,2023:02:10 19:17:58,181.4
5,2023:02:10 19:17:58,578.1
1,2023:02:10 19:21:18,183.7
2,2023:02:10 19:21:18,232.8
3,2023:02:10 19:21:18,421.1
4,2023:02:10 19:21:18,497.6
5,2023:02:10 19:21:18,353.6
1,2023:02:10 19:24:38,88.8
2,2023:02:10 19:24:38,288.0
3,2023:02:10 19:24:38,304.4
4,2023:02:10 19:24:38,341.4
5,2023:02:10 19:24:38,74.8
1,2023:02:10 19:27:58,224.8
2,2023:02:10 19:27:58,249.7
3,2023:02:10 19:27:58,278.2
4,2023:02:10 19:27:58,12.3
5,2023:02:10 19:27:58,418.3
1,2023:02:10 19:31:18,572.7
2,2023:02:10 19:31:18,100.4
3,2023:02:10 19:31:18,438.3
4,2023:02:10 19:31:18,185.0
5,2023:02:10 19:31:18,75.5
1,2023:02:10 19:34:38,540.8
2,2023:02:10 19:34:38,406.1
3,2023:02:10 19:34:38,380.5
4,2023:02:10 19:34:38,198.4
5,2023:02:10 19:34:38,365.2
1,2023:02:10 19:37:58,381.1
2,2023:02:10 19:37:58,355.8
3,2023:02:10 19:37:58,288.4
4,2023:02:10 19:37:58,29.6
5,2023:02:10 19:37:58,567.5
1,2023:02:10 19:41:18,174.6
2,2023:02:10 19:41:18,31.1
3,2023:02:10 19:41:18,170.8
4,2023:02:10 19:41:18,327.3
5,2023:02:10 19:41:18,399.7
1,2023:02:10 19:44:38,384.3
2,2023:02:10 19:44:38,489.7
3,2023:02:10 19:44:38,305.3
4,2023:02:10 19:44:38,587.2
5,2023:02:10 19:44:38,25.0
1,2023:02:10 19:47:58,538.7
2,2023:02:10 19:47:58,166.4
3,2023:02:10 19:47:58,268.1
4,2023:02:10 19:47:58,510.0
5,2023:02:10 19:47:58,458.4
1,2023:02:10 19:51:18,148.0
2,2023:02:10 19:51:18,546.7
3,2023:02:10 19:51:18,389.4
4,2023:02:10 19:51:18,320.6
5,2023:02:10 19:51:18,251.6
1,2023:02:10 19:54:38,525.5
2,2023:02:10 19:54:38,17.5
3,2023:02:10 19:54:38,192.8
4,2023:02:10 19:54:38,193.4
5,2023:02:10 19:54:38,565.1
1,2023:02:10 19:57:58,227.5
2,2023:02:10 19:57:58,11.8
3,2023:02:10 19:57:58,286.2
4,2023:02:10 19:57:58,475.2
5,2023:02:10 19:57:58,132.4
1,2023:02:10 20:01:18,365.4
2,2023:02:10 20:01:18,313.8
3,2023:02:10 20:01:18,389.0
4,2023:02:10 20:01:18,28.4
5,2023:02:10 20:01:18,126.8
1,2023:02:10 20:04:38,233.5
2,2023:02:10 20:04:38,189.5
3,2023:02:10 20:04:38,382.3
4,2023:02:10 20:04:38,26.2
5,2023:02:10 20:04:38,13.4
1,2023:02:10 20:07:58,403.4
2,2023:02:10 20:07:58,498.5
3,2023:02:10 20:07:58,217.4
4,2023:02:10 20:07:58,165.7
5,2023:02:10 20:07:58,78.7
1,2023:02:10 20:11:18,26.4
2,2023:02:10 20:11:18,599.6
3,2023:02:10 20:11:18,495.4
4,2023:02:10 20:11:18,519.2
5,2023:02:10 20:11:18,53.5
1,2023:02:10 20:14:38,109.6
2,2023:02:10 20:14:38,435.0
3,2023:02:10 20:14:38,279.5
4,2023:02:10 20:14:38,111.4
5,2023:02:10 20:14:38,342.7
1,2023:02:10 20:17:58,582.4
2,2023:02:10 20:17:58,348.2
3,2023:02:10 20:17:58,119.5
4,2023:02:10 20:17:58,395.0
5,2023:02:10 20:17:58,331.3
1,2023:02:10 20:21:18,415.6
2,2023:02:10 20:21:18,511.2
3,2023:02:10 20:21:18,47.4
4,2023:02:10 20:21:18,125.4
5,2023:02:10 20:21:18,249.2
1,2023:02:10 20:24:38,88.3
2,2023:02:10 20:24:38,164.6
3,2023:02:10 20:24:38,183.1
4,2023:02:10 20:24:38,273.1
5,2023:02:10 20:24:38,52.0
1,2023:02:10 20:27:58,268.4
2,2023:02:10 20:27:58,85.7
3,2023:02:10 20:27:58,208.0
4,2023:02:10 20:27:58,122.2
5,2023:02:10 20:27:58,33.2
1,2023:02:10 20:31:18,248.3
2,2023:02:10 20:31:18,214.3
3,2023:02:10 20:31:18,101.3
4,2023:02:10 20:31:18,14.4
5,2023:02:10 20:31:18,573.6
1,2023:02:10 20:34:38,386.7
2,2023:02:10 20:34:38,309.4
3,2023:02:10 20:34:38,203.6
4,2023:02:10 20:34:38,278.0
5,2023:02:10 20:34:38,549.5
1,2023:02:10 20:37:58,308.7
2,2023:02:10 20:37:58,381.4
3,2023:02:10 20:37:58,440.2
4,2023:02:10 20:37:58,455.1
5,2023:02:10 20:37:58,194.1
1,2023:02:10 20:41:18,396.2
2,2023:02:10 20:41:18,483.0
3,2023:02:10 20:41:18,297.1
4,2023:02:10 20:41:18,490.2
5,2023:02:10 20:41:18,579.5
1,2023:02:10 20:44:38,477.0
2,2023:02:10 20:44:38,562.0
3,2023:02:10 20:44:38,379.4
4,2023:02:10 20:44:38,211.6
5,2023:02:10 20:44:38,456.8
1,2023:02:10 20:47:58,347.1
2,2023:02:10 20:47:58,568.7
3,2023:02:10 20:47:58,32.3
4,2023:02:10 20:47:58,239.2
5,2023:02:10 20:47:58,154.2
1,2023:02:10 20:51:18,345.7
2,2023:02:10 20:51:18,226.0
3,2023:02:10 20:51:18,173.8
4,2023:02:10 20:51:18,450.8
5,2023:02:10 20:51:18,559.5
1,2023:02:10 20:54:38,134.8
2,2023:02:10 20:54:38,47.6
3,2023:02:10 20:54:38,377.1
4,2023:02:10 20:54:38,284.0
5,2023:02:10 20:54:38,555.3
1,2023:02:10 20:57:58,588.7
2,2023:02:10 20:57:58,361.7
3,2023:02:10 20:57:58,8.2
4,2023:02:10 20:57:58,117.1
5,2023:02:10 20:57:58,476.6
1,2023:02:10 21:01:18,0.7
2,2023:02:10 21:01:18,397.0
3,2023:02:10 21:01:18,413.2
4,2023:02:10 21:01:18,294.4
