Number of outliers: 1604
id,time,values
4,2023:02:14 07:47:58,1.2
3,2023:02:14 08:37:58,557.4
3,2023:02:14 08:41:18,575.6
4,2023:02:14 08:44:38,552.7
1,2023:02:14 09:04:38,0.6
2,2023:02:14 09:07:58,555.6
5,2023:02:14 09:14:38,598.0
2,2023:02:14 09:21:18,565.2
3,2023:02:14 09:21:18,593.0
3,2023:02:14 09:27:58,557.0
2,2023:02:14 09:31:18,584.8
4,2023:02:14 09:41:18,597.8
5,2023:02:14 10:01:18,598.3
3,2023:02:14 10:27:58,550.6
4,2023:02:14 10:31:18,557.2
1,2023:02:14 10:41:18,567.7
5,2023:02:14 10:41:18,582.6
4,2023:02:14 10:44:38,560.6
1,2023:02:14 10:54:38,564.2
3,2023:02:14 11:07:58,4.6
5,2023:02:14 11:07:58,580.8
1,2023:02:14 11:34:38,553.3
5,2023:02:14 11:34:38,576.7
4,2023:02:14 11:37:58,555.5
2,2023:02:14 11:44:38,567.3
1,2023:02:14 11:57:58,2.7
1,2023:02:14 12:04:38,557.7
4,2023:02:14 12:11:18,578.4
4,2023:02:14 12:31:18,596.0
3,2023:02:14 12:37:58,592.2
2,2023:02:14 12:47:58,567.0
4,2023:02:14 12:51:18,572.0
2,2023:02:14 13:07:58,552.4
4,2023:02:14 13:11:18,3.1
1,2023:02:14 13:17:58,581.6
4,2023:02:14 13:21:18,560.1
1,2023:02:14 13:31:18,3.4
5,2023:02:14 13:31:18,579.6
3,2023:02:14 13:34:38,563.2
5,2023:02:14 13:34:38,556.2
4,2023:02:14 13:37:58,598.5
4,2023:02:14 13:44:38,596.4
5,2023:02:14 13:44:38,558.2
2,2023:02:14 13:47:58,554.5
2,2023:02:14 13:54:38,2.7
4,2023:02:14 13:54:38,0.6
1,2023:02:14 13:57:58,565.7
5,2023:02:14 13:57:58,596.2
2,2023:02:14 14:17:58,568.7
4,2023:02:14 14:17:58,591.5
3,2023:02:14 14:21:18,561.8
5,2023:02:14 14:31:18,586.2
3,2023:02:14 14:41:18,581.3
4,2023:02:14 14:44:38,571.6
5,2023:02:14 14:47:58,563.1
4,2023:02:14 14:51:18,560.1
2,2023:02:14 15:11:18,597.0
2,2023:02:14 15:17:58,0.6
5,2023:02:14 15:17:58,583.8
3,2023:02:14 15:54:38,0.8
1,2023:02:14 15:57:58,4.6
4,2023:02:14 15:57:58,599.5
4,2023:02:14 16:04:38,578.1
2,2023:02:14 16:07:58,590.5
3,2023:02:14 16:07:58,581.3
3,2023:02:14 16:14:38,2.4
3,2023:02:14 16:24:38,1.3
5,2023:02:14 16:27:58,591.7
2,2023:02:14 16:31:18,587.7
5,2023:02:14 16:34:38,593.6
2,2023:02:14 16:37:58,580.6
5,2023:02:14 16:44:38,563.4
5,2023:02:14 16:51:18,578.2
3,2023:02:14 16:54:38,583.3
2,2023:02:14 16:57:58,565.6
1,2023:02:14 17:11:18,554.0
2,2023:02:14 17:44:38,558.0
3,2023:02:14 17:51:18,4.0
4,2023:02:14 18:01:18,550.8
2,2023:02:14 18:04:38,556.1
3,2023:02:14 18:07:58,563.1
1,2023:02:14 18:14:38,567.8
2,2023:02:14 18:24:38,3.6
3,2023:02:14 18:27:58,565.1
2,2023:02:14 18:44:38,1.6
4,2023:02:14 18:47:58,585.4
4,2023:02:14 18:54:38,578.7
2,2023:02:14 19:01:18,0.6
5,2023:02:14 19:31:18,578.3
4,2023:02:14 19:34:38,574.5
5,2023:02:14 19:34:38,560.8
4,2023:02:14 19:47:58,585.7
1,2023:02:14 19:54:38,564.3
4,2023:02:14 19:54:38,566.0
2,2023:02:14 20:07:58,579.0
5,2023:02:14 20:07:58,576.6
5,2023:02:14 20:11:18,587.3
2,2023:02:14 20:17:58,595.5
3,2023:02:14 20:17:58,570.3
4,2023:02:14 20:17:58,552.7
3,2023:02:14 20:27:58,596.8
5,2023:02:14 20:34:38,551.0
2,2023:02:14 20:37:58,581.7
5,2023:02:14 20:47:58,568.6
3,2023:02:14 20:51:18,573.4
4,2023:02:14 20:54:38,573.3
4,2023:02:14 20:57:58,582.8
2,2023:02:14 21:01:18,596.2
2,2023:02:14 21:21:18,551.5
5,2023:02:14 21:24:38,562.8
1,2023:02:14 21:27:58,594.4
4,2023:02:14 21:44:38,563.2
1,2023:02:14 22:01:18,574.7
1,2023:02:14 22:04:38,555.8
2,2023:02:14 22:07:58,581.2
3,2023:02:14 22:14:38,564.0
1,2023:02:14 22:17:58,586.5
1,2023:02:14 22:24:38,557.6
4,2023:02:14 22:24:38,2.1
1,2023:02:14 22:31:18,593.7
1,2023:02:14 22:34:38,565.1
5,2023:02:14 22:44:38,588.8
2,2023:02:14 22:54:38,566.3
1,2023:02:14 23:01:18,585.6
5,2023:02:14 23:11:18,574.7
4,2023:02:14 23:21:18,558.0
5,2023:02:14 23:27:58,599.8
4,2023:02:14 23:31:18,553.8
5,2023:02:14 23:37:58,557.2
3,2023:02:14 23:44:38,562.4
1,2023:02:14 23:57:58,598.4
4,2023:02:15 00:04:38,592.7
2,2023:02:15 00:11:18,599.8
1,2023:02:15 00:14:38,557.5
